"species","dd long","dd lat","sex"
"Prionace glauca",18.275,41.2,"M"
"Prionace glauca",18.3,41.15,"M"
"Prionace glauca",18.3,41.15,"M"
"Prionace glauca",18.3,41.15,"M"
"Prionace glauca",18.3,41.15,"M"
"Prionace glauca",18.3,41.15,"M"
"Prionace glauca",18.3,41.1,"M"
"Prionace glauca",18.325,41.025,"M"
"Prionace glauca",18.325,41.025,"M"
"Prionace glauca",18.325,41.025,"M"
"Prionace glauca",18.325,41,"M"
"Prionace glauca",18.35,41,"M"
"Prionace glauca",18.35,40.95,"M"
"Prionace glauca",18.4,40.875,"M"
"Prionace glauca",18.475,40.8,"M"
"Prionace glauca",18.475,40.8,"M"
"Prionace glauca",18.475,40.8,"M"
"Prionace glauca",18.55,40.725,"M"
"Prionace glauca",18.55,40.725,"M"
"Prionace glauca",18.6,40.7,"M"
"Prionace glauca",18.65,40.625,"M"
"Prionace glauca",18.825,40.6,"M"
"Prionace glauca",18.85,40.6,"M"
"Prionace glauca",18.85,40.6,"M"
"Prionace glauca",18.85,40.575,"M"
"Prionace glauca",18.85,40.575,"M"
"Prionace glauca",18.85,40.525,"M"
"Prionace glauca",18.85,40.375,"M"
"Prionace glauca",18.875,40.25,"M"
"Prionace glauca",18.875,40.25,"M"
"Prionace glauca",18.875,40.25,"M"
"Prionace glauca",18.85,40.2,"M"
"Prionace glauca",18.85,40.2,"M"
"Prionace glauca",18.825,40.125,"M"
"Prionace glauca",18.7,39.925,"M"
"Prionace glauca",18.675,39.875,"M"
"Prionace glauca",18.65,39.825,"M"
"Prionace glauca",18.65,39.825,"M"
"Prionace glauca",18.625,39.825,"M"
"Prionace glauca",18.625,39.85,"M"
"Prionace glauca",18.625,39.85,"M"
"Prionace glauca",18.625,39.825,"M"
"Prionace glauca",18.425,39.625,"M"
"Prionace glauca",18.375,39.6,"M"
"Prionace glauca",18.375,39.6,"M"
"Prionace glauca",18.3,39.575,"M"
"Prionace glauca",18.275,39.575,"M"
"Prionace glauca",18.275,39.575,"M"
"Prionace glauca",18.175,39.55,"M"
"Prionace glauca",18.05,39.4,"M"
"Prionace glauca",18.025,39.4,"M"
"Prionace glauca",18.025,39.4,"M"
"Prionace glauca",17.95,39.4,"M"
